ts_utc;kind;side;price_hint;range_id;message_id;confidence
2025-12-01T14:37:08Z;range_open;BUY;4232.0;2025-12-01-4;14881;0.90
2025-12-01T14:38:56Z;range_close;;;2025-12-01-4;14883;
2025-12-02T08:55:43Z;range_open;BUY;4211.0;2025-12-02-1;14896;0.90
2025-12-02T11:37:04Z;range_close;;;2025-12-02-1;14900;
2025-12-02T12:05:40Z;range_open;BUY;4207.0;2025-12-02-2;14903;0.90
2025-12-02T12:27:31Z;range_close;;;2025-12-02-2;14909;
2025-12-02T12:47:19Z;range_open;BUY;4206.0;2025-12-02-3;14910;0.90
2025-12-02T13:08:44Z;range_close;;;2025-12-02-3;14913;
2025-12-02T13:42:14Z;range_open;BUY;4207.0;2025-12-02-4;14915;0.90
2025-12-02T15:05:49Z;range_close;;;2025-12-02-4;14923;
2025-12-03T09:09:07Z;range_open;BUY;4197.0;2025-12-03-1;14928;0.90
2025-12-03T10:00:29Z;range_close;;;2025-12-03-1;14938;
2025-12-03T11:20:00Z;range_open;BUY;4202.0;2025-12-03-2;14940;0.90
2025-12-03T14:50:05Z;range_close;;;2025-12-03-2;14943;
2025-12-04T08:23:56Z;range_open;BUY;4192.0;2025-12-04-1;14950;0.90
2025-12-04T09:06:43Z;range_close;;;2025-12-04-1;14956;
2025-12-04T09:55:55Z;range_open;BUY;4202.0;2025-12-04-2;14960;0.90
2025-12-04T10:31:06Z;range_close;;;2025-12-04-2;14970;
2025-12-04T11:09:21Z;range_open;BUY;4204.0;2025-12-04-3;14972;0.90
2025-12-04T11:26:31Z;range_close;;;2025-12-04-3;14982;
2025-12-04T12:03:43Z;range_open;BUY;4197.0;2025-12-04-4;14984;0.90
2025-12-04T12:20:18Z;range_close;;;2025-12-04-4;14992;
2025-12-04T12:30:55Z;range_open;BUY;4192.0;2025-12-04-5;14995;0.90
2025-12-04T12:44:23Z;range_close;;;2025-12-04-5;14999;
2025-12-04T14:06:51Z;range_open;BUY;4200.0;2025-12-04-6;15001;0.90
2025-12-04T14:37:30Z;range_close;;;2025-12-04-6;15003;
2025-12-05T08:11:18Z;range_open;SELL;4224.0;2025-12-05-1;15014;0.95
2025-12-05T09:08:09Z;range_close;;;2025-12-05-1;15027;
2025-12-05T10:19:31Z;range_open;SELL;4224.0;2025-12-05-2;15028;0.95
2025-12-05T10:42:08Z;range_close;;;2025-12-05-2;15031;
2025-12-05T11:31:36Z;range_open;SELL;4224.0;2025-12-05-3;15033;0.95
2025-12-05T12:12:54Z;range_close;;;2025-12-05-3;15039;
2025-12-05T12:19:19Z;range_open;SELL;4228.0;2025-12-05-4;15041;0.95
2025-12-05T12:21:21Z;range_close;;;2025-12-05-4;15045;
2025-12-05T13:26:56Z;range_open;SELL;4231.0;2025-12-05-5;15047;0.95
2025-12-05T13:43:03Z;range_close;;;2025-12-05-5;15049;
2025-12-08T08:03:51Z;range_open;BUY;4208.0;2025-12-08-1;15055;0.90
2025-12-08T08:30:55Z;range_close;;;2025-12-08-1;15059;
2025-12-08T09:30:10Z;range_open;BUY;4210.0;2025-12-08-2;15061;0.90
2025-12-08T09:51:06Z;range_close;;;2025-12-08-2;15068;
2025-12-08T10:58:42Z;range_open;BUY;4203.0;2025-12-08-3;15072;0.90
2025-12-08T11:13:41Z;range_close;;;2025-12-08-3;15075;
2025-12-08T11:29:51Z;range_open;BUY;4209.0;2025-12-08-4;15077;0.90
2025-12-08T13:01:13Z;range_close;;;2025-12-08-4;15082;
2025-12-08T15:07:30Z;range_open;BUY;4181.0;2025-12-08-5;15084;0.90
2025-12-08T15:11:46Z;range_close;;;2025-12-08-5;15092;
2025-12-09T08:05:54Z;range_open;SELL;4186.0;2025-12-09-1;15098;0.95
2025-12-09T14:11:19Z;range_close;;;2025-12-09-1;15106;
2025-12-10T08:14:29Z;range_open;SELL;4203.0;2025-12-10-1;15121;0.95
2025-12-10T09:04:39Z;range_close;;;2025-12-10-1;15135;
2025-12-10T09:48:18Z;range_open;BUY;4193.0;2025-12-10-2;15136;0.95
2025-12-10T10:35:18Z;range_close;;;2025-12-10-2;15144;
2025-12-10T13:07:46Z;range_open;SELL;4199.0;2025-12-10-3;15151;0.95
2025-12-10T13:14:16Z;range_close;;;2025-12-10-3;15158;
2025-12-10T13:26:34Z;range_open;SELL;4199.0;2025-12-10-4;15160;0.95
2025-12-10T14:26:26Z;range_close;;;2025-12-10-4;15167;
2025-12-11T08:21:28Z;range_open;SELL;4216.0;2025-12-11-1;15180;0.95
2025-12-11T09:10:28Z;range_close;;;2025-12-11-1;15194;
2025-12-11T09:26:53Z;range_open;SELL;4216.0;2025-12-11-2;15196;0.95
2025-12-11T10:22:27Z;range_close;;;2025-12-11-2;15201;
2025-12-11T13:00:16Z;range_open;SELL;4221.0;2025-12-11-3;15229;0.95
2025-12-11T13:04:04Z;range_close;;;2025-12-11-3;15237;
2025-12-11T13:09:59Z;range_open;BUY;4212.0;2025-12-11-4;15238;0.90
2025-12-11T13:24:58Z;range_close;;;2025-12-11-4;15241;
2025-12-11T13:50:53Z;range_open;BUY;4221.0;2025-12-11-5;15247;0.90
2025-12-15T07:58:38Z;range_open;BUY;4340.0;2025-12-15-1;15337;0.90
2025-12-15T10:01:12Z;range_close;;;2025-12-15-1;15340;
2025-12-15T10:27:08Z;range_open;BUY;4347.0;2025-12-15-2;15342;0.90
2025-12-15T10:31:52Z;range_close;;;2025-12-15-2;15352;
2025-12-15T11:53:29Z;range_open;BUY;4343.0;2025-12-15-3;15356;0.90
2025-12-15T12:57:45Z;range_close;;;2025-12-15-3;15361;
2025-12-15T16:34:58Z;range_open;BUY;4290.0;2025-12-15-4;15363;0.90
2025-12-15T16:39:40Z;range_close;;;2025-12-15-4;15367;
2025-12-16T08:20:29Z;range_open;BUY;4277.0;2025-12-16-1;15372;0.95
2025-12-16T08:33:53Z;range_close;;;2025-12-16-1;15379;
2025-12-16T09:19:43Z;range_open;BUY;4283.0;2025-12-16-2;15382;0.95
2025-12-16T10:01:24Z;range_close;;;2025-12-16-2;15387;
2025-12-16T12:16:29Z;range_open;SELL;4290.0;2025-12-16-3;15402;0.95
2025-12-16T16:21:37Z;range_close;;;2025-12-16-3;15410;
2025-12-17T10:19:33Z;range_open;SELL;4320.0;2025-12-17-1;15440;0.95
2025-12-17T10:35:30Z;range_close;;;2025-12-17-1;15451;
2025-12-17T10:38:17Z;range_open;BUY;4207.0;2025-12-17-2;15453;0.95
2025-12-17T10:44:16Z;range_close;;;2025-12-17-2;15462;
2025-12-18T08:05:48Z;range_open;BUY;4326.0;2025-12-18-1;15474;0.95
2025-12-18T08:13:15Z;range_close;;;2025-12-18-1;15479;
2025-12-18T08:45:19Z;range_open;BUY;4327.0;2025-12-18-2;15480;0.95
2025-12-18T08:58:44Z;range_close;;;2025-12-18-2;15481;
2025-12-18T09:09:27Z;range_open;BUY;4326.0;2025-12-18-3;15483;0.95
2025-12-18T10:03:03Z;range_close;;;2025-12-18-3;15487;
2025-12-18T12:29:37Z;range_open;BUY;4318.0;2025-12-18-4;15502;0.95
2025-12-18T12:40:19Z;range_close;;;2025-12-18-4;15507;
2025-12-18T13:32:00Z;range_open;SELL;4330.0;2025-12-18-5;15509;0.95
2025-12-18T14:00:42Z;range_close;;;2025-12-18-5;15515;
2025-12-18T16:12:37Z;range_open;SELL;4359.0;2025-12-18-6;15518;0.95
2025-12-18T16:50:54Z;range_close;;;2025-12-18-6;15520;
2025-12-19T08:32:58Z;range_open;BUY;4327.0;2025-12-19-1;15526;0.90
2025-12-19T09:13:52Z;range_close;;;2025-12-19-1;15534;
2025-12-19T09:41:44Z;range_open;BUY;4329.0;2025-12-19-2;15536;0.90
2025-12-19T10:31:31Z;range_close;;;2025-12-19-2;15547;
2025-12-19T12:11:28Z;range_open;BUY;4321.0;2025-12-19-3;15551;0.90
2025-12-19T12:28:06Z;range_close;;;2025-12-19-3;15559;
2025-12-19T13:05:34Z;range_open;BUY;4330.0;2025-12-19-4;15562;0.90
2025-12-19T13:24:31Z;range_close;;;2025-12-19-4;15566;
2025-12-22T08:32:54Z;range_open;SELL;4313.0;2025-12-22-1;15572;0.95
2025-12-22T08:43:46Z;range_close;;;2025-12-22-1;15578;
2025-12-22T08:59:34Z;range_open;SELL;4409.0;2025-12-22-2;15579;0.95
2025-12-22T10:30:42Z;range_close;;;2025-12-22-2;15580;
2025-12-22T10:50:22Z;range_open;SELL;4411.0;2025-12-22-3;15584;0.95
2025-12-22T11:18:53Z;range_close;;;2025-12-22-3;15590;
2025-12-22T12:01:39Z;range_open;SELL;4312.0;2025-12-22-4;15592;0.95
2025-12-22T12:11:26Z;range_close;;;2025-12-22-4;15598;
2025-12-22T12:17:09Z;range_open;SELL;4412.0;2025-12-22-5;15600;0.95
2025-12-22T12:28:20Z;range_close;;;2025-12-22-5;15605;
2025-12-22T13:00:18Z;range_open;SELL;4417.0;2025-12-22-6;15606;0.95
2025-12-22T13:02:46Z;range_close;;;2025-12-22-6;15609;
2025-12-22T13:04:17Z;range_open;SELL;4418.0;2025-12-22-7;15610;0.95
2025-12-22T13:22:40Z;range_close;;;2025-12-22-7;15612;
2025-12-23T07:55:56Z;range_open;BUY;4487.0;2025-12-23-1;15618;0.90
2025-12-23T09:02:03Z;range_close;;;2025-12-23-1;15626;
2025-12-23T10:22:02Z;range_open;BUY;4486.0;2025-12-23-2;15629;0.90
2025-12-23T11:02:31Z;range_close;;;2025-12-23-2;15638;
2025-12-23T11:40:53Z;range_open;BUY;4487.0;2025-12-23-3;15640;0.90
2025-12-23T12:07:18Z;range_close;;;2025-12-23-3;15645;
2025-12-23T13:55:28Z;range_open;BUY;4475.0;2025-12-23-4;15647;0.90
2025-12-23T13:58:47Z;range_close;;;2025-12-23-4;15656;
2025-12-24T08:02:48Z;range_open;BUY;4480.0;2025-12-24-1;15660;0.95
2025-12-24T08:07:56Z;range_close;;;2025-12-24-1;15668;
2025-12-24T08:39:12Z;range_open;SELL;4489.0;2025-12-24-2;15676;0.95
2025-12-24T08:52:31Z;range_close;;;2025-12-24-2;15681;
2025-12-24T09:42:20Z;range_open;SELL;4491.0;2025-12-24-3;15691;0.95
2025-12-24T10:11:43Z;range_close;;;2025-12-24-3;15692;
2025-12-24T11:40:51Z;range_open;BUY;4484.0;2025-12-24-4;15695;0.95
2025-12-24T11:45:35Z;range_close;;;2025-12-24-4;15700;
2025-12-24T12:04:32Z;range_open;SELL;4492.0;2025-12-24-5;15702;0.95
2025-12-24T12:23:14Z;range_close;;;2025-12-24-5;15703;
2025-12-26T08:10:23Z;range_open;BUY;4512.0;2025-12-26-1;15709;0.90
2025-12-26T09:44:20Z;range_close;;;2025-12-26-1;15712;
2025-12-26T10:13:25Z;range_open;BUY;4518.0;2025-12-26-2;15714;0.90
2025-12-26T10:50:17Z;range_close;;;2025-12-26-2;15725;
2025-12-26T11:50:36Z;range_open;BUY;4505.0;2025-12-26-3;15727;0.90
2025-12-26T12:00:34Z;range_close;;;2025-12-26-3;15734;
2025-12-26T13:37:33Z;range_open;BUY;4522.0;2025-12-26-4;15736;0.90
2025-12-26T13:44:13Z;range_close;;;2025-12-26-4;15738;
2025-12-29T08:20:55Z;range_open;BUY;4481.0;2025-12-29-1;15744;0.90
2025-12-29T08:28:11Z;range_close;;;2025-12-29-1;15751;
2025-12-29T08:31:02Z;range_open;BUY;4474.0;2025-12-29-2;15753;0.90
2025-12-29T08:41:16Z;range_close;;;2025-12-29-2;15760;
2025-12-29T08:46:40Z;range_open;BUY;4468.0;2025-12-29-3;15762;0.90
2025-12-29T09:02:27Z;range_close;;;2025-12-29-3;15764;
2025-12-29T10:32:54Z;range_open;BUY;4459.0;2025-12-29-4;15767;0.90
2025-12-29T10:44:20Z;range_close;;;2025-12-29-4;15776;
2025-12-29T11:40:20Z;range_open;BUY;4440.0;2025-12-29-5;15780;0.90
2025-12-29T11:44:41Z;range_close;;;2025-12-29-5;15794;
2025-12-29T13:48:51Z;range_open;BUY;4416.0;2025-12-29-6;15796;0.90
2025-12-29T13:53:17Z;range_close;;;2025-12-29-6;15799;
2025-12-29T14:03:35Z;range_open;BUY;4401.0;2025-12-29-7;15803;0.90
2025-12-29T14:13:51Z;range_close;;;2025-12-29-7;15808;
2025-12-30T08:09:18Z;range_open;SELL;4372.0;2025-12-30-1;15815;0.95
2025-12-30T08:22:23Z;range_close;;;2025-12-30-1;15828;
2025-12-30T08:28:27Z;range_open;BUY;4357.0;2025-12-30-2;15830;0.95
2025-12-30T08:31:09Z;range_close;;;2025-12-30-2;15832;
2025-12-30T08:36:33Z;range_open;BUY;4354.0;2025-12-30-3;15834;0.95
2025-12-30T08:40:16Z;range_close;;;2025-12-30-3;15840;
2025-12-30T09:01:55Z;range_open;SELL;4365.0;2025-12-30-4;15842;0.95
2025-12-30T09:40:34Z;range_close;;;2025-12-30-4;15845;
2025-12-30T09:59:46Z;range_open;SELL;4373.0;2025-12-30-5;15848;0.95
2025-12-30T10:09:45Z;range_close;;;2025-12-30-5;15855;
2025-12-30T10:13:57Z;range_open;SELL;4375.0;2025-12-30-6;15856;0.95
2025-12-30T13:32:14Z;range_close;;;2025-12-30-6;15858;
2025-12-31T08:04:29Z;range_open;SELL;4329.0;2025-12-31-1;15864;0.95
2025-12-31T08:10:05Z;range_close;;;2025-12-31-1;15873;
2025-12-31T08:48:32Z;range_open;BUY;4314.0;2025-12-31-2;15874;0.95
2025-12-31T09:03:09Z;range_close;;;2025-12-31-2;15877;
2025-12-31T09:20:31Z;range_open;BUY;4314.0;2025-12-31-3;15879;0.95
2025-12-31T09:25:09Z;range_close;;;2025-12-31-3;15887;
2025-12-31T09:44:34Z;range_open;SELL;4335.0;2025-12-31-4;15888;0.95
2025-12-31T09:50:05Z;range_close;;;2025-12-31-4;15894;
2025-12-31T10:32:55Z;range_open;BUY;4309.0;2025-12-31-5;15896;0.95
2025-12-31T10:36:55Z;range_close;;;2025-12-31-5;15901;
2025-12-31T10:43:04Z;range_open;BUY;4306.0;2025-12-31-6;15910;0.95
2025-12-31T10:46:19Z;range_close;;;2025-12-31-6;15914;
2025-12-31T14:00:24Z;range_open;SELL;4347.0;2025-12-31-7;15916;0.95
2025-12-31T14:03:00Z;range_close;;;2025-12-31-7;15926;
2026-01-02T08:34:01Z;range_open;BUY;4387.0;2026-01-02-1;15930;0.90
2026-01-02T08:59:39Z;range_close;;;2026-01-02-1;15932;
2026-01-02T10:05:41Z;range_open;BUY;4388.0;2026-01-02-2;15935;0.90
2026-01-02T10:34:11Z;range_close;;;2026-01-02-2;15943;
2026-01-02T10:37:43Z;range_open;BUY;4393.0;2026-01-02-3;15945;0.90
2026-01-02T11:31:06Z;range_close;;;2026-01-02-3;15949;
2026-01-02T12:07:49Z;range_open;BUY;4395.0;2026-01-02-4;15951;0.90
2026-01-02T12:41:43Z;range_close;;;2026-01-02-4;15963;
2026-01-02T12:59:43Z;range_open;BUY;4394.0;2026-01-02-5;15965;0.90
2026-01-02T13:20:36Z;range_close;;;2026-01-02-5;15969;
2026-01-05T08:06:04Z;range_open;SELL;4421.0;2026-01-05-1;15977;0.95
2026-01-05T11:25:52Z;range_close;;;2026-01-05-1;15979;
2026-01-05T11:45:26Z;range_open;SELL;4323.0;2026-01-05-2;15991;0.95
2026-01-05T12:10:02Z;range_close;;;2026-01-05-2;16000;
2026-01-05T12:22:57Z;range_open;BUY;4416.0;2026-01-05-3;16002;0.95
2026-01-05T13:01:45Z;range_close;;;2026-01-05-3;16007;
2026-01-05T13:11:36Z;range_open;BUY;4408.0;2026-01-05-4;16011;0.95
2026-01-05T13:13:36Z;range_close;;;2026-01-05-4;16016;
2026-01-05T13:26:01Z;range_open;BUY;4403.0;2026-01-05-5;16018;0.95
2026-01-05T13:31:48Z;range_close;;;2026-01-05-5;16022;
2026-01-06T08:06:49Z;range_open;SELL;4462.0;2026-01-06-1;16030;0.95
2026-01-06T09:04:48Z;range_close;;;2026-01-06-1;16033;
2026-01-06T09:48:23Z;range_open;BUY;4446.0;2026-01-06-2;16036;0.95
2026-01-06T09:56:42Z;range_close;;;2026-01-06-2;16045;
2026-01-06T10:03:36Z;range_open;BUY;4443.0;2026-01-06-3;16047;0.95
2026-01-06T10:06:42Z;range_close;;;2026-01-06-3;16054;
2026-01-06T12:52:18Z;range_open;SELL;4462.0;2026-01-06-4;16067;0.95
2026-01-06T13:24:00Z;range_close;;;2026-01-06-4;16084;
2026-01-07T08:28:02Z;range_open;SELL;4465.0;2026-01-07-1;16104;0.95
2026-01-07T09:03:21Z;range_close;;;2026-01-07-1;16108;
2026-01-07T09:11:23Z;range_open;SELL;4464.0;2026-01-07-2;16111;0.95
2026-01-07T09:29:22Z;range_close;;;2026-01-07-2;16116;
2026-01-07T10:43:52Z;range_open;SELL;4465.0;2026-01-07-3;16128;0.95
2026-01-07T11:03:20Z;range_close;;;2026-01-07-3;16134;
2026-01-07T12:02:50Z;range_open;BUY;4448.0;2026-01-07-4;16142;0.95
2026-01-07T12:22:39Z;range_close;;;2026-01-07-4;16146;
2026-01-13T10:13:49Z;range_open;BUY;4581.0;2026-01-13-1;16303;0.95
2026-01-13T10:30:13Z;range_close;;;2026-01-13-1;16312;
2026-01-13T10:55:00Z;range_open;BUY;4585.0;2026-01-13-2;16314;0.95
2026-01-13T11:02:17Z;range_close;;;2026-01-13-2;16320;
2026-01-13T11:06:00Z;range_open;SELL;4587.0;2026-01-13-3;16322;0.95
2026-01-13T11:20:08Z;range_close;;;2026-01-13-3;16331;
2026-01-13T11:26:53Z;range_open;SELL;4587.0;2026-01-13-4;16332;0.95
2026-01-13T12:18:19Z;range_close;;;2026-01-13-4;16346;
2026-01-13T12:53:02Z;range_open;SELL;4592.0;2026-01-13-5;16348;0.95
2026-01-13T13:03:51Z;range_close;;;2026-01-13-5;16353;
2026-01-13T13:40:31Z;range_open;SELL;4613.0;2026-01-13-6;16356;0.95
2026-01-13T13:52:17Z;range_close;;;2026-01-13-6;16358;
2026-01-14T08:04:28Z;range_open;SELL;4632.0;2026-01-14-1;16364;0.95
2026-01-14T08:13:55Z;range_close;;;2026-01-14-1;16370;
2026-01-14T08:33:12Z;range_open;SELL;4627.0;2026-01-14-2;16372;0.95
2026-01-14T09:41:46Z;range_close;;;2026-01-14-2;16374;
2026-01-14T10:15:50Z;range_open;SELL;4633.0;2026-01-14-3;16378;0.95
2026-01-14T11:03:34Z;range_close;;;2026-01-14-3;16389;
2026-01-14T11:05:14Z;range_open;SELL;4636.0;2026-01-14-4;16391;0.95
2026-01-14T11:29:46Z;range_close;;;2026-01-14-4;16403;
2026-01-14T11:57:25Z;range_open;SELL;4630.0;2026-01-14-5;16405;0.95
2026-01-14T13:05:36Z;range_close;;;2026-01-14-5;16409;
2026-01-14T14:50:05Z;range_open;BUY;4607.0;2026-01-14-6;16412;0.95
2026-01-14T14:51:55Z;range_close;;;2026-01-14-6;16420;
2026-01-14T15:03:52Z;range_open;BUY;4605.0;2026-01-14-7;16421;0.95
2026-01-14T15:07:00Z;range_close;;;2026-01-14-7;16429;
2026-01-15T08:15:07Z;range_open;BUY;4604.0;2026-01-15-1;16433;0.95
2026-01-15T09:11:45Z;range_close;;;2026-01-15-1;16443;
2026-01-15T09:50:12Z;range_open;SELL;4612.0;2026-01-15-2;16446;0.95
2026-01-15T12:48:36Z;range_close;;;2026-01-15-2;16455;
2026-01-15T13:37:20Z;range_open;BUY;4592.0;2026-01-15-3;16458;0.95
2026-01-15T13:39:11Z;range_close;;;2026-01-15-3;16464;
2026-01-15T13:40:30Z;range_open;BUY;4592.0;2026-01-15-4;16466;0.95
2026-01-15T13:50:24Z;range_close;;;2026-01-15-4;16471;
2026-01-16T09:43:45Z;range_open;SELL;4602.0;2026-01-16-1;16476;0.95
2026-01-16T11:00:51Z;range_close;;;2026-01-16-1;16484;
2026-01-16T11:14:15Z;range_open;SELL;4606.0;2026-01-16-2;16486;0.95
2026-01-16T13:06:07Z;range_close;;;2026-01-16-2;16500;
2026-01-16T15:34:32Z;range_open;BUY;4542.0;2026-01-16-3;16503;0.95
2026-01-16T15:48:48Z;range_close;;;2026-01-16-3;16530;
2026-01-19T08:32:24Z;range_open;SELL;4670.0;2026-01-19-1;16537;0.95
2026-01-19T09:13:39Z;range_close;;;2026-01-19-1;16548;
2026-01-19T09:22:24Z;range_open;SELL;4672.0;2026-01-19-2;16552;0.95
2026-01-19T11:35:30Z;range_close;;;2026-01-19-2;16567;
2026-01-19T12:13:02Z;range_open;SELL;4665.0;2026-01-19-3;16569;0.95
2026-01-19T13:52:36Z;range_close;;;2026-01-19-3;16571;
2026-01-20T08:05:07Z;range_open;SELL;4720.0;2026-01-20-1;16584;0.95
2026-01-20T11:06:56Z;range_close;;;2026-01-20-1;16595;
2026-01-20T11:10:50Z;range_open;SELL;4727.0;2026-01-20-2;16597;0.95
2026-01-20T12:05:21Z;range_close;;;2026-01-20-2;16602;
2026-01-20T12:38:58Z;range_open;SELL;4725.0;2026-01-20-3;16617;0.95
2026-01-20T13:34:19Z;range_close;;;2026-01-20-3;16639;
2026-01-20T13:41:55Z;range_open;SELL;4727.0;2026-01-20-4;16642;0.95
2026-01-20T14:34:29Z;range_close;;;2026-01-20-4;16645;
2026-01-21T08:09:34Z;range_open;SELL;4860.0;2026-01-21-1;16652;0.95
2026-01-21T08:51:29Z;range_close;;;2026-01-21-1;16666;
2026-01-21T09:06:03Z;range_open;SELL;4860.0;2026-01-21-2;16669;0.95
2026-01-21T09:53:00Z;range_close;;;2026-01-21-2;16675;
2026-01-21T10:02:28Z;range_open;SELL;4865.0;2026-01-21-3;16678;0.95
2026-01-21T10:40:33Z;range_close;;;2026-01-21-3;16700;
2026-01-21T10:55:57Z;range_open;SELL;4865.0;2026-01-21-4;16703;0.95
2026-01-21T11:08:57Z;range_close;;;2026-01-21-4;16710;
2026-01-21T11:20:36Z;range_open;SELL;4871.0;2026-01-21-5;16712;0.95
2026-01-21T11:34:31Z;range_close;;;2026-01-21-5;16723;
2026-01-21T11:49:13Z;range_open;SELL;4860.0;2026-01-21-6;16725;0.95
2026-01-21T12:16:00Z;range_close;;;2026-01-21-6;16728;
2026-01-21T14:27:48Z;range_open;SELL;4860.0;2026-01-21-7;16730;0.95
2026-01-21T14:34:33Z;range_close;;;2026-01-21-7;16743;
2026-01-22T08:26:35Z;range_open;SELL;4831.0;2026-01-22-1;16765;0.95
2026-01-22T08:46:38Z;range_close;;;2026-01-22-1;16777;
2026-01-22T08:57:10Z;range_open;SELL;4831.0;2026-01-22-2;16779;0.95
2026-01-22T09:32:31Z;range_close;;;2026-01-22-2;16787;
2026-01-22T09:44:21Z;range_open;BUY;4815.0;2026-01-22-3;16791;0.95
2026-01-22T09:56:51Z;range_close;;;2026-01-22-3;16801;
2026-01-22T10:36:36Z;range_open;SELL;4828.0;2026-01-22-4;16803;0.95
2026-01-22T11:18:16Z;range_close;;;2026-01-22-4;16811;
2026-01-22T11:18:51Z;range_open;SELL;4828.0;2026-01-22-5;16813;0.95
2026-01-22T12:00:04Z;range_close;;;2026-01-22-5;16819;
2026-01-22T14:36:39Z;range_open;SELL;4839.0;2026-01-22-6;16822;0.95
2026-01-22T14:49:25Z;range_close;;;2026-01-22-6;16825;
2026-01-23T09:04:23Z;range_open;BUY;4917.0;2026-01-23-1;16831;0.95
2026-01-23T09:43:13Z;range_close;;;2026-01-23-1;16833;
2026-01-23T10:19:20Z;range_open;SELL;4925.0;2026-01-23-2;16836;0.95
2026-01-23T10:37:41Z;range_close;;;2026-01-23-2;16841;
2026-01-23T10:53:07Z;range_open;SELL;4929.0;2026-01-23-3;16844;0.95
2026-01-23T11:15:43Z;range_close;;;2026-01-23-3;16862;
2026-01-23T12:03:07Z;range_open;SELL;4930.0;2026-01-23-4;16864;0.95
2026-01-23T12:19:01Z;range_close;;;2026-01-23-4;16867;
2026-01-23T16:12:22Z;range_open;SELL;4973.0;2026-01-23-5;16869;0.95
2026-01-23T17:55:36Z;range_close;;;2026-01-23-5;16886;
2026-01-26T08:06:45Z;range_open;SELL;5092.0;2026-01-26-1;16894;0.95
2026-01-26T08:49:10Z;range_close;;;2026-01-26-1;16906;
2026-01-26T09:20:23Z;range_open;SELL;5094.0;2026-01-26-2;16908;0.95
2026-01-26T09:51:46Z;range_close;;;2026-01-26-2;16930;
2026-01-26T10:38:52Z;range_open;SELL;5093.0;2026-01-26-3;16934;0.95
2026-01-26T11:19:54Z;range_close;;;2026-01-26-3;16952;
2026-01-26T12:03:38Z;range_open;SELL;5092.0;2026-01-26-4;16954;0.95
2026-01-26T12:21:56Z;range_close;;;2026-01-26-4;16964;
2026-01-27T08:09:19Z;range_open;SELL;5081.0;2026-01-27-1;16969;0.95
2026-01-27T08:33:41Z;range_close;;;2026-01-27-1;16982;
2026-01-27T08:36:16Z;range_open;SELL;5082.0;2026-01-27-2;16985;0.95
2026-01-27T09:46:04Z;range_close;;;2026-01-27-2;17003;
2026-01-27T09:48:39Z;range_open;SELL;5088.0;2026-01-27-3;17005;0.95
2026-01-27T10:20:39Z;range_close;;;2026-01-27-3;17007;
2026-01-27T10:23:42Z;range_open;SELL;5091.0;2026-01-27-4;17010;0.95
2026-01-27T10:34:55Z;range_close;;;2026-01-27-4;17022;
2026-01-27T11:12:46Z;range_open;SELL;5088.0;2026-01-27-5;17028;0.95
2026-01-27T11:49:23Z;range_close;;;2026-01-27-5;17051;
2026-01-27T12:01:22Z;range_open;SELL;5079.0;2026-01-27-6;17053;0.95
2026-01-27T12:17:38Z;range_close;;;2026-01-27-6;17061;
2026-01-27T13:00:45Z;range_open;SELL;5088.0;2026-01-27-7;17064;0.95
2026-01-27T13:06:24Z;range_close;;;2026-01-27-7;17073;
2026-01-28T08:08:12Z;range_open;SELL;5296.0;2026-01-28-1;17099;0.95
2026-01-28T08:38:22Z;range_close;;;2026-01-28-1;17109;
2026-01-28T08:54:17Z;range_open;SELL;5293.0;2026-01-28-2;17111;0.95
2026-01-28T09:19:26Z;range_close;;;2026-01-28-2;17134;
2026-01-28T10:11:04Z;range_open;SELL;5283.0;2026-01-28-3;17136;0.95
2026-01-28T10:39:57Z;range_close;;;2026-01-28-3;17153;
2026-01-28T11:49:08Z;range_open;SELL;5265.0;2026-01-28-4;17155;0.95
2026-01-28T12:27:54Z;range_close;;;2026-01-28-4;17175;
2026-01-29T08:09:17Z;range_open;SELL;5531.0;2026-01-29-1;17180;0.95
2026-01-29T08:18:16Z;range_close;;;2026-01-29-1;17186;
2026-01-29T08:20:37Z;range_open;SELL;5537.0;2026-01-29-2;17190;0.95
2026-01-29T08:42:48Z;range_close;;;2026-01-29-2;17207;
2026-01-29T08:50:59Z;range_open;SELL;5510.0;2026-01-29-3;17211;0.95
2026-01-29T09:57:16Z;range_close;;;2026-01-29-3;17240;
2026-01-29T10:25:05Z;range_open;SELL;5515.0;2026-01-29-4;17243;0.95
2026-01-29T10:25:52Z;range_close;;;2026-01-29-4;17246;
2026-01-29T11:53:52Z;range_open;SELL;5525.0;2026-01-29-5;17261;0.95
2026-01-29T12:43:32Z;range_close;;;2026-01-29-5;17272;
2026-01-30T08:22:16Z;range_open;SELL;5168.0;2026-01-30-1;17291;0.95
2026-01-30T08:31:53Z;range_close;;;2026-01-30-1;17318;
2026-01-30T09:15:27Z;range_open;BUY;5038.0;2026-01-30-2;17321;0.95
2026-01-30T09:16:01Z;range_close;;;2026-01-30-2;17323;
2026-01-30T09:44:57Z;range_open;BUY;4980.0;2026-01-30-3;17325;0.95
2026-01-30T09:47:04Z;range_close;;;2026-01-30-3;17328;
2026-01-30T09:57:49Z;range_open;SELL;5017.0;2026-01-30-4;17332;0.95
2026-01-30T09:59:49Z;range_close;;;2026-01-30-4;17339;
2026-01-30T10:00:46Z;range_open;SELL;5033.0;2026-01-30-5;17341;0.95
